ID,Data da Compra,Nome Cliente,Idade,Gênero,Cidade Cliente,Estado Cliente,Carro Vendido,Marca,Ano do Carro,Valor do Carro,Cor,Automático,Portas,Empréstimo,Tipo Cliente,Nome Loja
4104,2022-01-02,Michael Branch,28,Feminino,Recife,PE,Fit,Honda,2020,63946.37,Verde,Não,2,Sim,PF,Carros & Cia
4105,2020-03-25,Erika Smith,50,Masculino,Maringá,PR,Civic,Honda,2017,92445.69,Amarelo,Sim,2,Sim,PJ,Brasil Carros
4106,2023-03-10,Matthew Holloway,67,Masculino,Vitória da Conquista,BA,Cobalt,Chevrolet,2018,131921.14,Prata,Sim,4,Sim,PF,Carro Ideal
4107,2024-09-14,Peter Trujillo,33,Masculino,Duque de Caxias,RJ,Onix,Chevrolet,2018,84755.23,Vermelho,Não,2,Não,PF,Carros do Brasil
4108,2020-05-16,Sabrina Haynes,31,Feminino,Duque de Caxias,RJ,Civic,Honda,2017,102211.74,Vermelho,Sim,2,Não,PJ,Brasil Carros
4109,2020-04-13,Larry Jackson,26,Masculino,Porto Alegre,RS,Polo,Volkswagen,2019,67292.43,Bege,Não,2,Sim,PF,Meu Carro Novo
4110,2023-09-04,Courtney Hart,63,Feminino,Feira de Santana,BA,Hilux,Toyota,2017,180615.77,Prata,Sim,2,Não,PF,Viva Carros
4111,2022-01-25,Brittany Knox,32,Feminino,Goiânia,GO,Tracker,Chevrolet,2018,182232.56,Vermelho,Não,2,Não,PF,Meu Carro Novo
4112,2019-05-23,Amanda Montoya,25,Feminino,Santos,SP,HB20,Hyundai,2019,51965.8,Preto,Sim,2,Não,PF,Carro Ideal
4113,2019-02-18,Erin Sanchez,70,Feminino,Curitiba,PR,Ka,Ford,2015,37203.35,Verde,Não,4,Sim,PJ,Carros & Cia
4114,2024-05-27,Michael Anderson,31,Feminino,Sorocaba,SP,Yaris,Toyota,2023,179562.49,Cinza,Sim,2,Sim,PJ,AutoCenter
4115,2023-03-27,Jennifer Solomon,27,Feminino,Jaboatão dos Guararapes,PE,Onix,Chevrolet,2020,91640.74,Branco,Sim,2,Não,PF,AutoCenter
4116,2023-07-29,Melissa Gonzalez,58,Masculino,Joinville,SC,Onix,Chevrolet,2020,91826.31,Bege,Sim,2,Sim,PF,Carro Ideal
4117,2019-01-24,Alicia Pena,38,Masculino,Betim,MG,Civic,Honda,2016,95778.49,Amarelo,Sim,4,Sim,PJ,AutoCenter
4118,2019-08-04,Elizabeth Clark,50,Masculino,Niterói,RJ,Civic,Honda,2018,75911.88,Azul,Não,4,Não,PJ,Fácil Carro
4119,2022-04-28,Colleen Mccann,52,Feminino,Pelotas,RS,Polo,Volkswagen,2017,74921.94,Preto,Não,2,Sim,PJ,Brasil Carros
4120,2024-04-15,Andrew Hobbs,18,Masculino,Salvador,BA,Gol,Volkswagen,2022,80419.62,Azul,Sim,2,Sim,PJ,Carros do Brasil
4121,2020-10-27,Omar Brown,36,Feminino,Rio de Janeiro,RJ,Polo,Volkswagen,2020,46809.89,Amarelo,Sim,4,Não,PF,Carros & Cia
4122,2020-11-20,Lindsay Turner,20,Masculino,Petrolina,PE,HB20,Hyundai,2015,53336.67,Bege,Não,4,Sim,PJ,Meu Carro Novo
4123,2024-10-09,Rodney Mcdowell,27,Feminino,Lages,SC,Ka,Ford,2021,91731.55,Preto,Sim,4,Não,PF,Super Carros
4124,2019-04-09,Jessica Andrews,26,Feminino,Porto Alegre,RS,HB20,Hyundai,2018,61474.24,Vermelho,Sim,2,Não,PF,Viva Carros
4125,2022-11-07,Ellen Gray,35,Feminino,Pelotas,RS,Ranger,Ford,2019,135438.8,Vermelho,Sim,4,Não,PF,AutoCenter
4126,2023-10-29,James Sutton,39,Feminino,Cabo Frio,RJ,T-Cross,Volkswagen,2016,248498.17,Bege,Não,4,Não,PJ,Carros do Brasil
4127,2022-01-17,Daniel Joseph,55,Masculino,Vitória,ES,i30,Hyundai,2017,191487.18,Verde,Sim,4,Sim,PF,Carros do Brasil
4128,2019-06-05,Christian Lopez,21,Feminino,Rio Verde,GO,Tracker,Chevrolet,2016,133578.24,Vermelho,Não,2,Sim,PF,Carros & Cia
4129,2023-11-28,Pamela Cox,25,Feminino,Jaboatão dos Guararapes,PE,Gol,Volkswagen,2021,47713.04,Bege,Sim,2,Não,PJ,Viva Carros
4130,2023-08-01,Allen Mendoza,39,Feminino,Maringá,PR,Polo,Volkswagen,2019,44551.45,Branco,Não,2,Não,PJ,Super Carros
4131,2023-03-15,Michael Fitzgerald,69,Masculino,Rio Verde,GO,HB20,Hyundai,2017,55094.39,Cinza,Sim,2,Não,PF,Top Car Veículos
4132,2023-01-15,Adam Carroll,37,Masculino,Rio Verde,GO,Focus,Ford,2021,87775.84,Prata,Sim,2,Não,PJ,AutoCenter
4133,2022-03-14,Matthew Morgan,68,Feminino,Ponta Grossa,PR,Focus,Ford,2017,236973.91,Vermelho,Sim,2,Não,PF,Carros do Brasil
4134,2019-02-18,Angela Johnson,37,Masculino,Foz do Iguaçu,PR,Onix,Chevrolet,2018,51759.28,Verde,Sim,4,Não,PJ,Carros & Cia
4135,2020-10-29,Jackie Tyler,39,Feminino,Blumenau,SC,i30,Hyundai,2016,208758.36,Amarelo,Sim,2,Sim,PJ,AutoCenter
4136,2021-06-08,Geoffrey Cunningham,70,Masculino,Joinville,SC,HB20,Hyundai,2021,66648.06,Bege,Não,2,Não,PF,Super Carros
4137,2022-09-19,Heather James,53,Masculino,Vitória da Conquista,BA,Tracker,Chevrolet,2016,140720.63,Azul,Sim,4,Sim,PF,Brasil Carros
4138,2024-10-23,Aaron Freeman,35,Feminino,Lages,SC,Ka,Ford,2022,63099.08,Bege,Sim,2,Sim,PJ,Brasil Carros
4139,2022-06-02,Dakota Smith,27,Feminino,Ponta Grossa,PR,T-Cross,Volkswagen,2021,163526.53,Cinza,Sim,2,Não,PF,Brasil Carros
4140,2022-06-29,Brad Gordon,22,Masculino,Maringá,PR,Ranger,Ford,2020,269956.93,Preto,Sim,2,Não,PJ,Carro Ideal
4141,2024-02-13,Natasha Moore,68,Feminino,Londrina,PR,Fit,Honda,2015,65348.8,Amarelo,Sim,2,Não,PF,Fácil Carro
4142,2020-05-14,Manuel Vargas,58,Masculino,Pelotas,RS,Civic,Honda,2016,147865.28,Preto,Não,4,Sim,PJ,AutoCenter
4143,2019-05-12,Jason James,45,Masculino,Sorocaba,SP,Corolla,Toyota,2017,113689.32,Branco,Não,2,Sim,PJ,Brasil Carros
4144,2019-12-09,Michael Steele,47,Masculino,Belo Horizonte,MG,i30,Hyundai,2018,172076.81,Verde,Sim,2,Sim,PJ,Carros & Cia
4145,2022-04-10,Andrew Graham,70,Feminino,Rio Verde,GO,S10,Chevrolet,2017,308306.9,Azul,Sim,2,Não,PF,Super Carros
4146,2022-08-03,Katie Crosby,69,Feminino,Vila Velha,ES,Creta,Hyundai,2020,226844.1,Amarelo,Sim,4,Sim,PF,Super Carros
4147,2020-05-23,Blake Price Jr.,29,Feminino,Cachoeiro de Itapemirim,ES,Gol,Volkswagen,2015,70064.28,Vermelho,Não,4,Não,PJ,Fácil Carro
4148,2022-01-12,Christina Ruiz,21,Feminino,Foz do Iguaçu,PR,T-Cross,Volkswagen,2018,242206.91,Amarelo,Não,4,Não,PF,Carros do Brasil
4149,2023-12-30,Mark Myers,54,Feminino,Recife,PE,Fit,Honda,2022,42628.73,Cinza,Sim,4,Sim,PJ,Carros & Cia
4150,2023-05-19,Lauren Garcia MD,35,Masculino,Vitória da Conquista,BA,Tracker,Chevrolet,2017,251245.54,Branco,Não,2,Não,PF,Carros & Cia
4151,2021-09-13,Russell Peterson,33,Masculino,Sorocaba,SP,Ranger,Ford,2020,149697.21,Prata,Não,2,Não,PF,Top Car Veículos
4152,2019-07-18,Brett Adams,60,Feminino,Caruaru,PE,Tracker,Chevrolet,2017,189024.16,Prata,Não,4,Não,PJ,Fácil Carro
4153,2022-12-26,Andre White,49,Feminino,Ilhéus,BA,Cobalt,Chevrolet,2019,214184.48,Bege,Não,2,Sim,PJ,AutoCenter
4154,2021-10-17,Jessica Fuentes MD,32,Feminino,Itabuna,BA,S10,Chevrolet,2020,251056.2,Bege,Sim,2,Sim,PF,AutoCenter
4155,2024-01-30,David Woodard III,49,Masculino,Feira de Santana,BA,Gol,Volkswagen,2016,57852.97,Bege,Sim,2,Não,PJ,Super Carros
4156,2022-11-19,Martha Stephens,67,Masculino,Vitória da Conquista,BA,Cobalt,Chevrolet,2015,154418.67,Amarelo,Sim,2,Não,PJ,AutoCenter
4157,2020-09-20,Heather Mullen,62,Feminino,Maringá,PR,Corolla,Toyota,2018,121963.03,Cinza,Não,2,Sim,PF,AutoCenter
4158,2022-02-27,Justin Alexander,46,Masculino,Sorocaba,SP,HR-V,Honda,2021,140058.25,Cinza,Não,2,Não,PF,Viva Carros
4159,2021-08-18,Paul Martin,52,Feminino,Ponta Grossa,PR,Focus,Ford,2020,270900.62,Azul,Não,2,Sim,PJ,Brasil Carros
4160,2022-01-01,John Proctor,28,Masculino,Rio Verde,GO,Virtus,Volkswagen,2020,174712.9,Preto,Sim,2,Sim,PJ,Super Carros
4161,2020-04-13,Gene Clayton,43,Masculino,Recife,PE,Hilux,Toyota,2019,203653.13,Verde,Não,4,Não,PJ,Brasil Carros
4162,2024-07-21,Lisa Tanner,28,Feminino,Guarapari,ES,Focus,Ford,2017,121074.71,Azul,Sim,2,Sim,PF,Viva Carros
4163,2023-01-05,Derrick Shelton,32,Feminino,São Paulo,SP,Corolla,Toyota,2021,187563.7,Verde,Não,2,Não,PF,Carro Ideal
4164,2019-03-20,James Williams,64,Masculino,Goiânia,GO,Creta,Hyundai,2016,188711.97,Preto,Sim,4,Não,PF,AutoCenter
4165,2020-08-19,Joel Acosta,28,Feminino,Cachoeiro de Itapemirim,ES,HB20,Hyundai,2020,33425.94,Azul,Sim,4,Não,PJ,Viva Carros
4166,2019-07-28,Dr. Michael Rodriguez,49,Masculino,Goiânia,GO,Gol,Volkswagen,2018,64287.6,Azul,Sim,4,Sim,PJ,Carros & Cia
4167,2022-09-15,David Yang,35,Masculino,Criciúma,SC,Corolla,Toyota,2017,93010.64,Preto,Não,2,Não,PF,Super Carros
4168,2024-02-27,Nathan Mccarthy,33,Masculino,Ponta Grossa,PR,Focus,Ford,2022,180671.19,Bege,Não,2,Não,PJ,Meu Carro Novo
4169,2022-01-22,Christopher Harris,65,Masculino,Petrolina,PE,Hilux,Toyota,2020,172276.38,Bege,Sim,2,Sim,PF,Meu Carro Novo
4170,2021-08-06,Jacob Cisneros,27,Masculino,Porto Alegre,RS,Virtus,Volkswagen,2021,102411.31,Verde,Não,4,Sim,PF,AutoCenter
4171,2022-09-20,Eric Ryan,56,Masculino,Salvador,BA,Civic,Honda,2018,122855.55,Preto,Sim,2,Não,PF,Viva Carros
4172,2024-07-09,Douglas Burns,39,Masculino,Caxias do Sul,RS,Civic,Honda,2019,188278.89,Branco,Sim,2,Não,PF,Meu Carro Novo
4173,2021-07-15,David Simpson,35,Feminino,Vitória,ES,Corolla,Toyota,2015,86968.75,Azul,Sim,4,Sim,PF,AutoCenter
4174,2022-05-17,Jason Sherman,33,Feminino,Salvador,BA,Corolla,Toyota,2018,113829.87,Verde,Sim,4,Não,PF,Brasil Carros
4175,2019-01-04,Andrea Casey,52,Feminino,Goiânia,GO,Tracker,Chevrolet,2016,194170.18,Prata,Sim,4,Não,PJ,Carros & Cia
4176,2024-04-28,Gregory James,37,Feminino,Juiz de Fora,MG,Creta,Hyundai,2019,280051.72,Verde,Sim,4,Não,PF,Top Car Veículos
4177,2021-01-08,Christine Pham,29,Feminino,Caruaru,PE,Civic,Honda,2021,106678.77,Azul,Não,2,Sim,PJ,Carros & Cia
4178,2021-05-11,Elizabeth Andrews,70,Masculino,Pelotas,RS,S10,Chevrolet,2021,160982.07,Bege,Não,2,Não,PF,Brasil Carros
4179,2019-04-14,Kyle Goodwin,39,Feminino,Passo Fundo,RS,Ranger,Ford,2017,109146.69,Branco,Sim,2,Sim,PF,Viva Carros
4180,2022-12-27,Jackie Ramirez,19,Feminino,Cachoeiro de Itapemirim,ES,Civic,Honda,2016,179210.66,Vermelho,Sim,4,Não,PF,Carros do Brasil
4181,2022-07-25,Alyssa Barrett,53,Feminino,Duque de Caxias,RJ,Focus,Ford,2019,72517.8,Branco,Sim,4,Sim,PF,AutoCenter
4182,2019-05-21,Kimberly Little,48,Masculino,Guarapari,ES,Corolla,Toyota,2016,86433.81,Bege,Sim,2,Sim,PF,Viva Carros
4183,2019-07-05,Danielle Davis,22,Masculino,São Paulo,SP,Onix,Chevrolet,2017,52447.28,Azul,Sim,2,Não,PJ,Top Car Veículos
4184,2019-07-04,Jasmine Richards,21,Masculino,Vitória,ES,Civic,Honda,2018,138880.96,Prata,Não,4,Sim,PF,Carros & Cia
4185,2023-04-06,Erin Glover,51,Masculino,Caxias do Sul,RS,Onix,Chevrolet,2023,73506.34,Preto,Sim,4,Não,PF,Meu Carro Novo
4186,2021-05-22,Steven Brewer,39,Feminino,Goiânia,GO,Fit,Honda,2018,43198.31,Amarelo,Não,2,Não,PF,Carros & Cia
4187,2019-02-26,Lisa Walls,19,Feminino,Vitória da Conquista,BA,Polo,Volkswagen,2015,30812.59,Prata,Sim,4,Sim,PJ,Meu Carro Novo
4188,2023-12-23,Elizabeth Chase,47,Feminino,Joinville,SC,Gol,Volkswagen,2021,72695.97,Preto,Sim,2,Sim,PJ,Carros & Cia
4189,2023-11-30,Kirk Gibbs,57,Masculino,Lages,SC,Ka,Ford,2020,89233.54,Azul,Não,2,Sim,PF,Carros & Cia
4190,2023-09-16,Andrew Smith,24,Feminino,Vitória da Conquista,BA,Hilux,Toyota,2017,257388.92,Branco,Não,2,Não,PF,Fácil Carro
4191,2020-02-17,Michael Lawrence,31,Masculino,Luziânia,GO,Gol,Volkswagen,2020,62781.6,Bege,Sim,2,Sim,PF,Viva Carros
4192,2021-06-24,Edward Jones,52,Masculino,São Paulo,SP,Yaris,Toyota,2017,158734.11,Vermelho,Não,4,Não,PF,Carro Ideal
4193,2023-11-11,Susan Caldwell,41,Feminino,Salvador,BA,Yaris,Toyota,2021,107170.83,Cinza,Sim,4,Não,PJ,Carros & Cia
4194,2023-09-13,Francisco Bush,55,Masculino,Recife,PE,Yaris,Toyota,2015,170505.17,Bege,Não,4,Não,PJ,AutoCenter
4195,2024-10-04,Russell Mathews,61,Feminino,Petrolina,PE,Creta,Hyundai,2024,139154.82,Azul,Sim,4,Sim,PJ,Meu Carro Novo
4196,2021-03-18,Michael Davis,26,Feminino,Uberlândia,MG,Focus,Ford,2021,178000.84,Preto,Sim,4,Não,PF,Brasil Carros
4197,2021-08-26,Bradley Acosta,63,Masculino,Lages,SC,HR-V,Honda,2017,107933.55,Preto,Não,2,Não,PJ,AutoCenter
4198,2020-08-29,Robert Ramirez,65,Masculino,Luziânia,GO,Creta,Hyundai,2019,131910.09,Bege,Não,4,Não,PF,Carros do Brasil
4199,2024-08-15,Glenda Doyle,39,Masculino,Olinda,PE,Creta,Hyundai,2017,282988.32,Azul,Sim,2,Não,PJ,Meu Carro Novo
4200,2023-04-27,Allison Allen,67,Feminino,Cabo Frio,RJ,Civic,Honda,2019,125388.89,Verde,Sim,4,Sim,PF,Meu Carro Novo
4201,2020-10-13,Evan Matthews,21,Feminino,Cabo Frio,RJ,HB20,Hyundai,2020,34195.89,Cinza,Sim,2,Não,PJ,Carros do Brasil
4202,2023-01-22,Taylor Allen,68,Masculino,Sorocaba,SP,Tracker,Chevrolet,2023,127575.52,Bege,Não,2,Não,PJ,Meu Carro Novo
4203,2024-01-13,Nancy Roberts,20,Feminino,Jaboatão dos Guararapes,PE,Fit,Honda,2015,48820.61,Cinza,Não,2,Não,PF,Carros & Cia
4204,2023-03-29,Deborah Ward,65,Feminino,Pelotas,RS,Focus,Ford,2022,197003.67,Amarelo,Não,2,Sim,PJ,Meu Carro Novo
4205,2019-10-31,Christopher Erickson,37,Feminino,Maringá,PR,Tracker,Chevrolet,2017,111975.71,Verde,Sim,2,Sim,PF,Brasil Carros
4206,2020-05-16,Willie Palmer,65,Masculino,Belo Horizonte,MG,Tracker,Chevrolet,2019,156653.65,Vermelho,Sim,4,Não,PJ,Viva Carros
4207,2020-07-14,Robert Walker,44,Feminino,Ponta Grossa,PR,HR-V,Honda,2018,174868.15,Preto,Não,2,Sim,PF,Meu Carro Novo
4208,2022-04-16,Kevin Booker,20,Feminino,Jaboatão dos Guararapes,PE,T-Cross,Volkswagen,2020,249251.12,Branco,Sim,2,Não,PF,Top Car Veículos
4209,2020-06-09,Tamara Francis,57,Masculino,Rio Verde,GO,Cobalt,Chevrolet,2019,44570.31,Amarelo,Sim,2,Não,PJ,Brasil Carros
4210,2024-10-24,Mrs. Chelsey Guerrero,18,Masculino,Aparecida de Goiânia,GO,Fit,Honda,2018,95197.17,Vermelho,Sim,4,Sim,PJ,Carro Ideal
4211,2021-04-25,Tom Alvarez,59,Feminino,Blumenau,SC,Onix,Chevrolet,2019,55943.35,Branco,Não,2,Não,PF,Fácil Carro
4212,2024-08-31,Christine Morgan PhD,48,Feminino,Guarapari,ES,Onix,Chevrolet,2016,96485.59,Verde,Não,2,Não,PJ,Meu Carro Novo
4213,2019-03-08,Laura Lin,41,Masculino,Cachoeiro de Itapemirim,ES,Onix,Chevrolet,2016,64400.42,Azul,Sim,2,Não,PJ,Carro Ideal
4214,2020-04-14,Sean Marks,35,Feminino,Pelotas,RS,i30,Hyundai,2019,149219.42,Cinza,Não,2,Não,PF,Brasil Carros
4215,2022-03-08,Jason Waller,37,Feminino,Aparecida de Goiânia,GO,Onix,Chevrolet,2022,44125.12,Prata,Sim,4,Não,PF,Meu Carro Novo
4216,2021-07-08,Katie Herring,48,Feminino,Serra,ES,Ka,Ford,2019,45549.58,Bege,Sim,4,Não,PF,Viva Carros
4217,2021-05-12,Jocelyn Hicks,55,Feminino,Rio Verde,GO,HR-V,Honda,2020,112433.71,Preto,Sim,4,Não,PF,Super Carros
4218,2022-05-18,Scott Hall,45,Feminino,Maringá,PR,Gol,Volkswagen,2022,59692.05,Verde,Não,4,Sim,PF,Carros do Brasil
4219,2024-06-12,Carla Mejia,58,Feminino,Goiânia,GO,Ka,Ford,2016,43542.46,Branco,Sim,2,Não,PJ,Carros & Cia
4220,2020-09-18,Cynthia Ellis,32,Masculino,Cachoeiro de Itapemirim,ES,Gol,Volkswagen,2018,60094.57,Cinza,Sim,2,Sim,PF,AutoCenter
4221,2024-07-12,Laura Pham,46,Masculino,São Bernardo do Campo,SP,Cobalt,Chevrolet,2018,60225.01,Prata,Sim,2,Sim,PJ,Carros do Brasil
4222,2022-11-11,Samantha Lee,19,Masculino,Guarapari,ES,HB20,Hyundai,2017,68160.03,Amarelo,Sim,4,Não,PF,AutoCenter
4223,2019-07-19,Gina Stephens,30,Feminino,Ilhéus,BA,Hilux,Toyota,2016,247019.07,Preto,Sim,2,Não,PJ,Carro Ideal
4224,2024-11-18,Holly Harris,43,Feminino,Petrolina,PE,Yaris,Toyota,2016,143030.08,Verde,Não,2,Não,PJ,Super Carros
4225,2024-06-29,Alicia Swanson,48,Feminino,Duque de Caxias,RJ,S10,Chevrolet,2022,355085.86,Bege,Não,4,Não,PJ,Carro Ideal
4226,2023-08-07,Ashley Torres,39,Feminino,Petrolina,PE,Fit,Honda,2023,81988.52,Azul,Não,4,Sim,PF,Top Car Veículos
4227,2019-11-27,Monique Roberts,31,Masculino,Feira de Santana,BA,Creta,Hyundai,2016,150815.82,Verde,Não,2,Não,PF,Viva Carros
4228,2019-02-02,Jessica Becker,68,Feminino,Ponta Grossa,PR,Virtus,Volkswagen,2018,94156.08,Prata,Não,4,Não,PF,Carro Ideal
4229,2022-05-17,Belinda Anderson,60,Feminino,Santa Maria,RS,Hilux,Toyota,2019,255725.16,Amarelo,Sim,4,Não,PF,Brasil Carros
4230,2019-05-20,Gregory Whitaker,62,Feminino,Petrolina,PE,Polo,Volkswagen,2017,30164.1,Preto,Sim,4,Não,PJ,Carros do Brasil
4231,2024-07-19,Kevin Bryant,31,Feminino,Petrolina,PE,Focus,Ford,2015,124554.96,Cinza,Não,4,Não,PJ,Carros & Cia
4232,2023-10-31,Danielle Mcgrath,41,Feminino,Feira de Santana,BA,HB20,Hyundai,2017,77508.98,Azul,Não,2,Sim,PJ,Carros do Brasil
4233,2023-05-25,Teresa Roberts,64,Feminino,Salvador,BA,Ka,Ford,2016,89459.68,Branco,Não,4,Não,PJ,Carros do Brasil
4234,2021-01-27,Thomas Jackson,37,Feminino,Aparecida de Goiânia,GO,Ka,Ford,2017,58511.22,Azul,Não,2,Não,PJ,Top Car Veículos
4235,2023-02-04,John Rhodes,30,Feminino,Criciúma,SC,Ka,Ford,2022,53777.28,Preto,Não,4,Sim,PJ,Super Carros
4236,2022-07-30,Tyler Smith,26,Masculino,Uberlândia,MG,Focus,Ford,2022,142963.54,Amarelo,Sim,4,Não,PF,Viva Carros
4237,2023-05-22,Tiffany Diaz,42,Masculino,Blumenau,SC,Creta,Hyundai,2021,259870.11,Verde,Sim,4,Não,PJ,Fácil Carro
4238,2019-08-10,Susan Koch,37,Feminino,Campinas,SP,Hilux,Toyota,2016,167022.0,Branco,Não,2,Não,PJ,Viva Carros
4239,2024-08-19,Jonathan Martin,24,Feminino,Vitória da Conquista,BA,Polo,Volkswagen,2017,90949.02,Prata,Sim,2,Não,PJ,Viva Carros
4240,2022-03-20,Vickie Lawrence,28,Masculino,Contagem,MG,Hilux,Toyota,2021,246371.14,Vermelho,Sim,4,Não,PJ,Viva Carros
4241,2021-10-12,Karen Torres,33,Feminino,Salvador,BA,HB20,Hyundai,2018,59599.58,Prata,Não,2,Sim,PF,Carro Ideal
4242,2023-10-05,Megan Hampton,31,Masculino,Santa Maria,RS,T-Cross,Volkswagen,2018,193327.86,Branco,Não,4,Não,PJ,Carro Ideal
4243,2021-12-29,Denise Marshall,36,Feminino,Salvador,BA,Tracker,Chevrolet,2018,107870.61,Amarelo,Sim,4,Sim,PF,Fácil Carro
4244,2020-08-15,Jessica Thompson,43,Feminino,Maringá,PR,HR-V,Honda,2019,158669.56,Branco,Não,4,Não,PF,Carros & Cia
4245,2022-02-16,Tracy Winters,31,Masculino,Lages,SC,Polo,Volkswagen,2018,82788.24,Bege,Não,2,Sim,PJ,Super Carros
4246,2024-07-11,Emily Sawyer,24,Feminino,Rio de Janeiro,RJ,Ranger,Ford,2023,230061.29,Bege,Não,4,Sim,PF,Top Car Veículos
4247,2021-07-01,Michael Porter,43,Feminino,Juiz de Fora,MG,Fit,Honda,2020,41426.49,Prata,Sim,4,Não,PF,Carros & Cia
4248,2023-03-28,Monica Mccarty,64,Feminino,Vitória,ES,Civic,Honda,2017,160948.97,Preto,Sim,2,Não,PJ,Super Carros
4249,2022-10-08,Nicole Black,27,Masculino,Anápolis,GO,HB20,Hyundai,2018,47326.02,Amarelo,Não,2,Sim,PF,Top Car Veículos
4250,2022-10-05,Mitchell Reynolds,29,Feminino,Santos,SP,Corolla,Toyota,2022,146833.64,Azul,Sim,2,Não,PJ,Meu Carro Novo
4251,2020-11-25,Jessica Newman,46,Feminino,Florianópolis,SC,Focus,Ford,2018,101982.91,Azul,Não,2,Não,PF,Carros do Brasil
4252,2024-10-19,Kathleen Ballard DDS,42,Feminino,Goiânia,GO,S10,Chevrolet,2016,267360.18,Azul,Não,4,Não,PJ,Super Carros
4253,2022-10-19,Adrian Gallagher,27,Feminino,Passo Fundo,RS,Ka,Ford,2015,72934.12,Bege,Sim,2,Sim,PF,Super Carros
4254,2024-11-20,Nathan Johnson,65,Feminino,Betim,MG,Ka,Ford,2020,96038.72,Preto,Não,4,Sim,PF,Top Car Veículos
4255,2019-12-06,Stephanie Mcbride,37,Feminino,Betim,MG,HR-V,Honda,2019,193877.91,Preto,Não,4,Não,PJ,Carros & Cia
4256,2024-03-08,Brianna Diaz,22,Feminino,Cachoeiro de Itapemirim,ES,Virtus,Volkswagen,2023,148467.06,Azul,Sim,2,Sim,PF,Meu Carro Novo
4257,2019-07-25,Dawn Sanchez,29,Feminino,São Paulo,SP,Creta,Hyundai,2018,178511.36,Amarelo,Sim,4,Não,PF,Meu Carro Novo
4258,2020-01-31,Sherri Caldwell,39,Masculino,Betim,MG,HR-V,Honda,2015,158958.38,Bege,Não,4,Não,PF,Viva Carros
4259,2020-11-06,Donna Mills,62,Masculino,Rio Verde,GO,HR-V,Honda,2015,100232.38,Preto,Não,4,Sim,PJ,Fácil Carro
4260,2023-04-20,Sharon Lee,32,Feminino,Santos,SP,Gol,Volkswagen,2017,45613.58,Cinza,Não,2,Sim,PF,Meu Carro Novo
4261,2023-10-30,Madeline Richard,45,Masculino,Recife,PE,i30,Hyundai,2017,69795.7,Amarelo,Sim,2,Não,PJ,Super Carros
4262,2022-05-18,William Wilson,64,Feminino,Luziânia,GO,Hilux,Toyota,2018,218645.78,Verde,Não,2,Não,PJ,Fácil Carro
4263,2024-10-23,Jeremy Wise,53,Masculino,Londrina,PR,T-Cross,Volkswagen,2023,198643.05,Vermelho,Não,2,Sim,PF,Top Car Veículos
4264,2024-07-14,Lori Evans,27,Feminino,Petrolina,PE,Civic,Honda,2016,108994.42,Azul,Não,4,Não,PJ,Super Carros
4265,2019-05-06,Keith Ayala MD,63,Feminino,Pelotas,RS,i30,Hyundai,2015,81830.96,Cinza,Sim,4,Não,PJ,Top Car Veículos
4266,2020-12-27,Christopher Phillips,43,Feminino,Uberlândia,MG,Yaris,Toyota,2017,135081.09,Amarelo,Sim,2,Não,PJ,Brasil Carros
4267,2022-09-24,Jorge Hogan,67,Feminino,Pelotas,RS,Yaris,Toyota,2016,144194.92,Amarelo,Não,2,Sim,PJ,Meu Carro Novo
4268,2023-12-18,Jennifer Peterson,44,Feminino,Curitiba,PR,Civic,Honda,2021,156633.85,Prata,Sim,4,Não,PJ,Brasil Carros
4269,2019-09-19,Michael Thomas,53,Masculino,Anápolis,GO,HB20,Hyundai,2018,44509.61,Branco,Não,4,Sim,PJ,AutoCenter
4270,2024-11-28,Kenneth Henderson,62,Feminino,Juiz de Fora,MG,Focus,Ford,2021,193357.71,Prata,Sim,4,Não,PJ,Super Carros
4271,2024-01-14,Larry Bowman,70,Masculino,Guarapari,ES,Ranger,Ford,2021,268400.91,Cinza,Sim,2,Sim,PF,Carro Ideal
4272,2023-10-16,Amanda Patel,20,Feminino,Luziânia,GO,HB20,Hyundai,2017,82345.53,Prata,Não,2,Não,PJ,Brasil Carros
4273,2022-10-16,Jennifer Ray,50,Feminino,Curitiba,PR,Fit,Honda,2022,37594.72,Amarelo,Sim,2,Sim,PJ,Brasil Carros
4274,2019-08-31,Mariah Figueroa,43,Masculino,Pelotas,RS,Civic,Honda,2015,136949.32,Amarelo,Sim,4,Não,PF,AutoCenter
4275,2019-11-03,Dr. Katie Osborn,53,Masculino,Guarapari,ES,Corolla,Toyota,2019,93025.16,Azul,Sim,4,Sim,PJ,Top Car Veículos
4276,2022-08-05,Ashley Hicks,39,Feminino,Caruaru,PE,T-Cross,Volkswagen,2015,240824.88,Bege,Não,2,Não,PF,Brasil Carros
4277,2020-11-07,Raymond Freeman,37,Feminino,São Bernardo do Campo,SP,Yaris,Toyota,2019,153882.3,Verde,Sim,4,Não,PJ,Super Carros
4278,2022-07-01,Adam Baker,62,Feminino,Rio de Janeiro,RJ,Focus,Ford,2022,64952.12,Bege,Não,4,Não,PJ,Fácil Carro
4279,2021-09-06,Margaret Perkins,45,Masculino,Volta Redonda,RJ,HR-V,Honda,2018,225879.9,Prata,Sim,4,Sim,PJ,Carros do Brasil
